source,text
"""قانون سوق رأس المال - مادة (63)""",مع عدم الإخلال بأي عقوبة أشد منصوص عليها في أي قانون آخر، يعاقب بالحبس لمدة لا تزيد على خمس سنوات وبغرامة لا تقل عن خمسين ألف جنيه أو ما حققه المخالف من نفع مؤثم أو توقاه من خسائر أيهما أكبر، ولا تزيد على (20) عشرين مليون جنيه أو مثلي ما حققه المخالف من نفع مؤثم أو توقاه من خسائر أيهما أكبر، أو بإحدى هاتين العقوبتين كل من: ١– باشر نشاطًا من الأنشطة الخاضعة لأحكام هذا القانون دون أن يكون مرخصًا له في ذلك. ٢– طرح أوراقًا مالية أو أدوات مالية من خلال الاكتتاب العام أو الطرح العام أو الخاص، أو تلقى عنها أموالاً بأي صورة، بالمخالفة لأحكام هذا القانون أو القرارات الصادرة تنفيذًا له. ٣– أثبت عمدًا في نشرات الاكتتاب أو أوراق التأسيس أو الترخيص أو غير ذلك من التقارير أو الوثائق أو الإعلانات المتعلقة بالشركة بيانات غير صحيحة أو مخالفة لأحكام هذا القانون، أو غيَّر في هذه البيانات بعد اعتمادها من الهيئة. ٤– أصدر عمدًا بيانات غير صحيحة عن الأوراق التي تتلقى الاكتتاب فيها جهة مرخص بها بتلقي الاكتتابات. ٥– زوَّر في سجلات الشركة، أو أثبت فيها عمدًا وقائع غير صحيحة، أو عرض تقارير على الجمعية العامة للشركة تتضمن بيانات كاذبة. ٦– عمل على قيد سعر حقيقي، أو عملية صورية، أو حاول بطريق التدليس التأثير على أسعار السوق. ٧– قيد في البورصة أوراقًا أو أدوات مالية بالمخالفة لأحكام هذا القانون ولائحته التنفيذية. ٨– تعمد عدم تنفيذ تعهداته الخاصة بحقوق صغار المساهمين أو بحملة الصكوك. ٩– تعمد مخالفة معايير التقييم المالي الصادرة عن الهيئة. ١٠– إصدار صكوك أو عرضها للتداول على خلاف الأحكام المقررة في هذا القانون. ١١– خالف أحكام المادة (14 مكررًا – 18) من هذا القانون. ١٢– قام بتقييم الأصول أو منافعها بطريق التدليس.
"""قانون سوق رأس المال - مادة (64)""",مع عدم الإخلال بأي عقوبة أشد منصوص عليها في أي قانون آخر، يعاقب بالحبس مدة لا تقل عن سنتين، وبغرامة لا تقل عن خمسين ألف جنيه أو ما حققه المخالف من نفع مؤثم أو توقاه من خسائر أيهما أكبر، ولا تزيد على (20) عشرين مليون جنيه أو مثلي ما حققه المخالف من نفع مؤثم أو توقاه من خسائر أيهما أكبر، أو بإحدى هاتين العقوبتين كل من أفشى سراً اتصل به أو اطلع عليه بحكم عمله تطبيقًا لأحكام هذا القانون، أو حقق نفعًا منه هو أو زوجه أو أولاده، أو أثبت في تقاريره وقائع غير صحيحة، أو أغفل في هذه التقارير وقائع تؤثر في نتائجها، أو تعامل في الأوراق أو الأدوات المالية بالمخالفة للأحكام المنصوص عليها بالمادة (20 مكررًا) من هذا القانون.
"""قانون سوق رأس المال - مادة (65)""",مع عدم الإخلال بأية عقوبة أشد منصوص عليها في أي قانون آخر، يعاقب بالحبس وبغرامة لا تقل عن عشرين ألف جنيه ولا تزيد على مليون جنيه، أو بإحدى هاتين العقوبتين كل من خالف أحكام المواد أرقام (6، 7، 33، 39) والفقرة الثانية من المادة (49) من هذا القانون. كما يُعاقب بغرامة لا تقل عن عشرين ألف جنيه ولا تجاوز مائة ألف جنيه كل من خالف حكم المادة (10 مكررًا) من هذا القانون.
"""قانون سوق رأس المال - مادة (65 مكررًا)""",يعاقب بغرامة قدرها ألفا جنيه على كل يوم من أيام التأخير في تسليم القوائم المالية وفقًا لقواعد الإفصاح المرتبطة بها والمتعلقة بقواعد قيد وشطب الأوراق المالية المنصوص عليها في المادة (16) من هذا القانون. ويجوز لرئيس مجلس إدارة الهيئة أو من يفوضه أن يعرض التصالح عن هذه الجريمة في أية حالة كانت عليها الدعوى مقابل أداء نصف الغرامة المستحقة. ويترتب على التصالح وتنفيذه انقضاء الدعوى الجنائية.
"""قانون سوق رأس المال - مادة (66)""",يعاقب بغرامة لا تقل عن خمسة آلاف جنيه ولا تزيد عن مائة ألف جنيه، كل من تصرف في أوراق أو أدوات مالية على خلاف القواعد المقررة في هذا القانون. ويعاقب بغرامة لا تقل عن مائة ألف جنيه ولا تزيد على خمسمائة ألف جنيه، كل من يستحوذ على أوراق مالية أو أدوات مالية دون تقديم عرض شراء إجباري في الحالات التي تستوجب ذلك وفقًا لأحكام هذا القانون ولائحته التنفيذية. ويحكم على المخالف في هذه الحالة برد قيمة الأوراق أو الأدوات المالية محل المخالفة، ولا يجوز التصالح في هذه المخالفة إلا بعد تقديم عرض الشراء الإجباري، وأداء مقابل للهيئة لا يقل عن (1%) ولا يزيد على (10%) من قيمة الأوراق المالية أو الأدوات المالية محل المخالفة.
"""قانون سوق رأس المال - مادة (66 مكررًا)""",تسري العقوبات الواردة عليها في المواد (63، 64، الفقرة الأولى من المادة 66، 68، 69) من هذا القانون على بورصة العقود الآجلة.
"""قانون سوق رأس المال - مادة (66 مكررًا / 1)""",مع عدم الإخلال بأي عقوبة أشد منصوص عليها في أي قانون آخر، يعاقب بغرامة لا تقل عن عشرة آلاف جنيه بما لا يقل عن مثل ما حققه المخالف من نفع مؤثم أو توقاه من خسائر أيهما أكبر، ولا تزيد الغرامة على مليون جنيه أو مثلي ما حققه المخالف من نفع مؤثم أو توقاه من خسائر أيهما أكبر كل من: ١– خالف شروط ومتطلبات الترخيص للمخازن المعتمدة للسلع أو قواعد عملها. ٢– خالف شروط ومتطلبات الترخيص لخبراء التصنيف أو قواعد عملهم. ٣– خالف القواعد الصادرة أو المعتمدة من الهيئة بشأن بورصة العقود الآجلة، فيما يخص الآتي: (أ) أحكام وشروط وإجراءات الترخيص بمزاولة النشاط للبورصة. (ب) شروط الترخيص لشركات الوساطة بممارسة النشاط. (جـ) شروط الترخيص لشركات الوساطة في الأوراق المالية بممارسة نشاط الوساطة في العقود. (د) شروط وقواعد ترخيص تعامل الأعضاء المتعاملين على السلع. (هـ) مخالفة الجهة القائمة بالمقاصة والتسوية للضوابط المشار إليها بالمادة (26 مكررًا 5) من هذا القانون.
"""قانون سوق رأس المال - مادة (67)""",مع عدم الإخلال بأية عقوبة أشد، منصوص عليها في أي قانون آخر يعاقب بغرامة لا تقل عن ألفي جنيه ولا تزيد على مليون جنيه كل من يخالف أحد الأحكام المنصوص عليها في اللائحة التنفيذية لهذا القانون.
"""قانون سوق رأس المال - مادة (68)""",يعاقب المسئول عن الإدارة الفعلية للشركة، بالعقوبات المقررة عن الأفعال التي ترتكب بالمخالفة لأحكام هذا القانون متى ثبت علمه بها، وكانت المخالفة قد وقعت بسبب إخلاله بواجباته الوظيفية. وتكون أموال الشركة ضامنة في جميع الأحوال للوفاء بما يحكم به من غرامات مالية.
"""قانون سوق رأس المال - مادة (69)""",يجوز فضلاً عن العقوبات المقررة للجرائم المنصوص عليها في المواد السابقة، الحكم بالحرمان من مزاولة المهنة أو بحظر مزاولة النشاط الذي وقعت الجريمة بمناسبته، وذلك لمدة لا تزيد على ثلاث سنوات. ويكون الحكم بذلك وجوبياً في حالة العود.
"""قانون سوق رأس المال - مادة (69 مكررًا)""",لا يجوز تحريك الدعوى الجنائية بالنسبة للجرائم المنصوص عليها في هذا القانون إلا بناء على طلب من رئيس الهيئة. ويجوز لرئيس الهيئة التصالح عن هذه الجرائم في أي حالة كانت عليها الدعوى مقابل أداء مبلغ للهيئة لا يقل عن مثلي الحد الأدنى للغرامة. ويترتب على التصالح انقضاء الدعوى الجنائية بالنسبة للجريمة التي تم التصالح بشأنها، وتأمر النيابة العامة بوقف تنفيذ العقوبة إذا حصل الصلح أثناء تنفيذها ولو كان الحكم باتاً.
"""قانون سوق رأس المال - مادة (70)""",لكل ذي مصلحة طلب الاطلاع لدى الهيئة على الوثائق والسجلات والمحاضر والتقارير المتعلقة بالشركة والحصول على بيانات أو صور منها مصدق عليها، وذلك مقابل خمسين جنيها عن كل وثيقة أو بيان في حالة الاطلاع ومائة جنيه عن كل صورة.
"""قانون سوق رأس المال - مادة (71)""",يقدم طلب الاطلاع أو الحصول على صور من الوثائق أو البيانات إلى الهيئة مرفقاً به ما يفيد دفع المبلغ المقرر على أن يبين في الطلب صفة مقدمه والوثيقة أو البيان الذي يطلب الاطلاع عليه، أو الحصول على صورة منه والغرض المراد استخدامه فيه. وللهيئة رفض الطلب إذا كان من شأن إذاعة البيانات أو الصور المطلوبة إلحاق ضرر بالشركة أو الإخلال بالمصلحة العامة أو بمصالح المستثمرين.
"""قانون سوق رأس المال - مادة (72)""",تؤدي الشركة التي يتم تأسيسها طبقاً لأحكام هذا القانون إلى الهيئة رسماً للتأسيس بواقع واحد في الألف من قيمة رأسمالها المصدر بحد أدنى خمسة آلاف جنيه وبحد أقصى خمسة عشر ألف جنيه، ومقابلاً سنويا للخدمات التي تؤديها الهيئة بواقع اثنين في المائة من قيمة رأسمال الشركة المصدر بحد أدنى ألف جنيه وبحد أقصى خمسة آلاف جنيه.
"""قانون سوق رأس المال - مادة (73)""",تؤدي الشركات التي تصدر أوراقاً مالية رسماً للهيئة بواقع نصف في الألف من قيمة كل إصدار بحد أقصى عشرة آلاف جنيه.
"""قانون سوق رأس المال - مادة (74)""",يجوز للعاملين في أي شركة من شركات المساهمة أو شركات التوصية بالأسهم تأسيس اتحاد يسمى “اتحاد العاملين المساهمين” يكون له الشخصية المعنوية، ويتملك لصالحهم بعض أسهم الشركة بموافقة جماعة المؤسسين للشركة أو جمعياتها العامة غير العادية، حسب الأحوال، دون إخلال بحق الاتحاد في شراء الأسهم المقيدة أو المتداولة في بورصة الأوراق المالية. وتبين اللائحة التنفيذية على الأخص ما يأتي: ١– الشروط الواجب توافرها في الشركات التي يكون للعاملين فيها الحق في إنشاء الاتحاد. ٢– أنواع الأسهم التي يمكن لأعضاء الاتحاد تملكها، وإجراءات تقويمها وأحكام وشروط تداولها، والتنازل عنها وحقوق العاملين بالنسبة لها أثناء مدة خدمتهم وعند انتهاء الخدمة. ٣– الشروط الواجب توافرها في الاتحاد واختصاصاته والجهة المختصة بإدارته ووسائل هذه الإدارة. ٤– الموارد المالية الذاتية للاتحاد. ويجوز للاتحاد الحصول على قروض أو منح أو إعانات للغرض الذي أنشئ من أجله.
"""قانون سوق رأس المال - مادة (75)""",يتم إنشاء الاتحاد بقرار من الهيئة العامة للرقابة المالية، ويتم تسجيله وشطبه لدى الهيئة، وفقا للقواعد والأحكام والشروط التي تبينها اللائحة التنفيذية. ويصدر بنموذج النظام الأساسي للاتحاد قرار من مجلس إدارة الهيئة العامة للرقابة المالية.
